finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
2406,35,2020,UK,3002,209769423.7111634,46149273.216455944,16510.55,38190.28,69876.55686581059,22.0,6.26,334.42,17599.63,3431.6,8256.8,5883.39,4.66,EUR,1.227,33017707.292137116,209751489.66116342,83620.4,209685803.3111634,13131565.924318828,8116.06,13716.86,31424.38,5351.19,2409.85,209693564.3511634,209685448.29116338,196553882.36684456,2881.59,2967833
2407,35,2021,UK,4676,183719456.08149508,39756890.296035536,14792.21,55604.94,39289.87512435737,21.64,18.59,814.56,6341.66,5776.2,13651.6,2354.33,4.68,INR,1.204,5603443.410485603,183712299.86149508,96489.84,183622966.24149507,34153446.88554993,5859.16,108697.07,13484.01,3523.41,3414.85,183629904.50149506,183624045.34149507,149470598.45594513,2081.22,2649837
2408,35,2022,UK,4954,300448131.33017397,27671272.895509023,11785.31,71840.79,60647.58403919539,9.21,18.25,1081.97,14362.37,14143.65,13861.76,7078.02,5.78,EUR,1.0013,-27160511.072247725,300432686.99017394,24394.05,300423737.28017396,54831783.96775675,12990.04,28326.44,17751.43,8443.58,733.36,300432914.22017395,300419924.18017393,245588140.2124172,1275.12,1677702
2409,35,2023,UK,3825,126521857.23744613,12550968.237954658,5736.65,35983.09,33077.609735280035,9.92,5.65,551.12,12129.87,13934.61,7644.76,5288.34,11.16,EUR,1.2937,5402483.30403895,126509176.24744612,59913.07,126461944.16744614,7148484.933915707,7825.75,113129.22,38468.83,7830.7,5917.03,126475691.89744614,126467866.14744614,119319381.21353044,4918.43,1904525
2410,35,2024,UK,484,3814163.623018199,1040122.4199970629,18120.7,48683.56,7880.503353343386,27.27,6.91,730.16,17747.59,6953.72,16135.63,1678.26,8.68,EUR,0.5715,776563.7136465053,3795685.873018199,54073.81,3760089.813018199,263558.70635055756,6907.76,52691.21,49428.06,5756.95,1380.03,3767226.793018199,3760319.0330181993,3496760.3266676418,3207.41,3847173
2411,35,2015,Germany,3197,130972155.25985028,24452501.38701405,15539.76,50603.9,40967.205273647254,18.67,6.59,846.45,6166.25,9446.16,9851.89,3125.39,11.37,JPY,0.5714,15821436.355389917,130965142.55985028,47988.91,130924166.34985028,8631065.031624133,3752.78,57948.65,20510.88,4972.98,7233.31,130936372.63985029,130932619.85985029,122301554.82822615,3161.12,2533206
2412,35,2016,Germany,6405,385295183.97815555,73051966.8822583,16983.62,71254.88,60155.37610900165,18.96,11.23,757.67,6178.95,11187.48,8735.85,2329.64,6.76,INR,0.8582,29783317.721511424,385288247.35815555,66517.88,385228666.09815556,43268649.16074687,3888.05,90844.6,13135.43,6268.4,2584.02,385237518.5181555,385233630.4681555,341964981.30740863,4934.35,1243684
2413,35,2017,Germany,1799,53463536.21626675,2844260.1267053913,5492.91,56336.42,29718.474828386188,5.32,6.47,883.7,16283.54,6087.48,16899.56,6877.95,4.82,JPY,0.5472,-614830.6664870675,53446368.97626675,85428.03,53378108.18626675,3459090.793192459,3966.04,34930.75,50016.35,10086.67,5905.66,53394100.51626675,53390134.47626675,49931043.68307429,3568.07,3779237
2414,35,2018,Germany,4811,233871266.9845985,35571819.70835743,15850.29,55056.42,48611.77862909967,15.21,10.79,1415.3,24736.02,10113.92,8457.81,6827.45,10.86,GBP,0.6932,10337110.000719257,233845115.66459846,15391.99,233855874.99459848,25234709.707638174,13983.47,64055.12,29728.39,9806.8,4064.56,233869746.3545985,233855762.8845985,208621053.17696032,3815.2,1703954
2415,35,2019,Germany,2826,47000500.21550964,5705860.7261628695,17076.95,47276.15,16631.457967271635,12.14,14.18,1072.06,21712.15,1013.26,6273.66,3457.9,11.74,EUR,1.0664,-958810.2043963969,46977716.00550964,51071.95,46949428.265509635,6664670.930559266,13494.37,16460.4,32988.23,6760.05,3534.68,46959722.99550963,46946228.625509635,40281557.69495037,1503.39,1182195
2416,35,2020,Germany,1492,55854738.77517874,5021341.015888569,10451.94,27166.56,37436.151994087624,8.99,14.14,883.74,18740.27,12755.39,19459.13,7219.22,10.79,INR,1.2595,-2876519.046921706,55835114.76517873,74266.2,55780472.575178735,7897860.062810275,14692.63,30444.02,5747.39,9617.57,5144.22,55795234.365178734,55780541.73517873,47882681.67236846,2910.67,2147365
2417,35,2021,Germany,1416,13313332.601705864,3796962.4580065124,12205.19,41429.11,9402.071046402447,28.52,5.93,329.43,22609.33,5582.78,18970.95,7286.01,8.28,INR,1.162,3007481.834725355,13290393.841705864,28804.94,13284527.661705865,789480.6232811578,4172.42,66170.87,14008.41,9734.28,4701.03,13298962.971705863,13294790.551705863,12505309.928424705,3400.83,4836548
2418,35,2022,Germany,4258,122449538.71464273,20106214.25694434,4501.78,38632.56,28757.524357595757,16.42,8.99,678.78,4195.22,12837.59,10797.2,7635.54,5.35,INR,0.8126,9098000.726497957,122444664.71464273,33689.25,122415849.46464273,11008213.530446382,6731.23,116128.08,17807.49,11734.27,3833.0,122431416.73464273,122424685.50464272,111416471.97419634,1742.25,1377059
2419,35,2023,Germany,4739,282435444.81844115,64028115.340340614,15201.53,27314.49,59598.110322523986,22.67,16.23,302.46,16641.2,2161.32,17482.32,7508.39,3.75,EUR,1.2661,18188842.64630761,282418501.1584412,99371.14,282336073.67844117,45839272.694033004,5874.32,33704.37,20955.87,3374.09,5419.08,282344866.8484411,282338992.52844113,236499719.83440813,1624.06,3565549
2420,35,2024,Germany,2991,63004477.72991555,12329976.291744472,10344.62,35368.56,21064.686636548162,19.57,10.27,235.98,22694.85,6014.32,15795.46,5241.33,11.16,AUD,1.2811,5859416.428882145,62981546.89991555,18472.92,62986004.80991555,6470559.862862327,11324.85,117382.75,57653.08,9195.54,6369.57,63001569.91991555,62990245.06991555,56519685.20705322,1425.78,3790473
2421,35,2015,France,3130,34051632.881946236,6238259.1439725505,10283.03,71193.66,10879.115936724036,18.32,14.57,964.37,9978.46,14368.77,15463.01,5267.18,11.87,JPY,1.3201,1276936.233072984,34040690.05194624,89124.53,33962508.351946235,4961322.9108995665,14457.19,87765.36,22463.53,3229.37,4019.45,33969757.171946235,33955299.98194624,28993977.071046673,2923.38,2672948
2422,35,2016,France,1492,10190407.51836771,2826819.0455952026,10335.81,33045.17,6830.031848771923,27.74,9.74,1327.8,3850.56,11079.48,7686.73,643.89,4.44,AUD,1.1385,1834273.3533061878,10185229.158367708,94512.28,10095895.23836771,992545.6922890149,2437.64,87684.23,53488.31,11703.38,4448.78,10112047.39836771,10109609.75836771,9117064.066078695,1392.67,3881118
2423,35,2017,France,5816,136894700.40275165,12703828.197375352,4464.56,63543.76,23537.603232935293,9.28,6.26,1490.42,19593.82,1189.9,17730.73,7191.88,4.78,EUR,1.4355,4134219.9521630984,136873616.16275167,71107.77,136823592.63275164,8569608.245212253,6287.16,34241.34,24385.59,9488.13,4376.83,136837457.59275165,136831170.43275166,128261562.1875394,4044.95,2316977
2424,35,2018,France,6988,423117944.1311766,91816593.87646532,9918.09,52195.06,60549.2192517425,21.7,14.22,1125.98,5337.11,6271.78,18350.23,6317.27,8.19,INR,1.3035,31649222.22101201,423111481.04117656,31379.83,423086564.3011766,60167371.65545331,13917.35,38305.27,29346.23,9050.21,4154.34,423099768.85117656,423085851.50117654,362918479.8457232,1890.94,2779677
2425,35,2019,France,4813,318820170.51936567,38577240.63284325,4089.3,31099.91,66241.46489078863,12.1,8.77,1077.71,10805.52,12106.61,17480.0,1246.07,3.71,AUD,1.2657,10616711.678294878,318808287.2893657,36584.69,318783585.8293657,27960528.95454837,9986.27,50273.84,22081.47,6141.49,5616.8,318795344.1193657,318785357.8493657,290824828.89481735,4733.05,3738776
2426,35,2020,France,2538,148512270.27985877,36578572.169929214,7221.11,61389.65,58515.47292350621,24.63,13.51,517.47,14757.13,12447.99,19703.92,6693.07,9.47,EUR,1.2766,16514564.455120295,148496995.67985877,39261.42,148473008.85985878,20064007.71480892,2077.53,15572.11,49286.35,3251.7,5745.44,148482005.99985877,148479928.46985877,128415920.75504985,4459.32,3613342
2427,35,2021,France,3197,19893623.495632093,1496000.4868715333,17638.32,25908.67,6222.591021467655,7.52,13.13,1422.96,20221.45,8049.41,11879.29,2484.04,5.56,AUD,0.6062,-1116032.2781049607,19871979.085632093,94355.67,19799267.82563209,2612032.764976494,14796.92,98635.67,16254.23,7692.14,4889.44,19811849.405632094,19797052.48563209,17185019.720655598,4370.38,2075767
2428,35,2022,France,3733,69832442.76803415,20663419.815061305,11137.6,37240.15,18706.788847584823,29.59,6.67,1234.84,10557.76,2299.2,8196.48,6619.05,3.7,GBP,0.8427,16005595.882433427,69820650.16803414,50270.32,69782172.44803415,4657823.932627877,3152.97,93357.57,23463.84,9169.8,1417.35,69792759.59803414,69789606.62803414,65131782.695406266,2037.72,4643861
2429,35,2023,France,4698,102451731.803567,15183346.65328863,15849.74,31014.07,21807.52060527182,14.82,9.25,633.88,7208.67,12227.8,10339.34,1490.21,8.64,EUR,0.9962,5706561.461458683,102443889.25356701,96590.32,102355141.48356701,9476785.191829948,14262.62,20533.36,52106.76,6336.86,4843.13,102366321.47356701,102352058.853567,92875273.66173705,4864.82,4833483
2430,35,2024,France,1362,69282589.78277795,8203058.630280909,15783.72,52668.46,50868.27443669453,11.84,11.13,177.66,3585.52,14943.72,10246.95,5276.67,8.53,GBP,0.8781,491906.3874577228,69278826.60277796,72872.37,69209717.41277795,7711152.242823186,10459.81,79051.4,55509.63,2993.31,5461.99,69218172.71277794,69207712.90277794,61496560.65995476,3872.74,1914159
2431,35,2015,Australia,4361,277872978.71124536,42264480.06198042,14816.59,62551.84,63717.72041074189,15.21,8.22,953.4,8129.3,10578.91,12330.4,1500.13,10.33,EUR,0.8968,19423321.21191605,277863896.01124537,38537.85,277834440.86124533,22841158.850064367,10642.93,66171.24,32164.83,6221.21,7535.19,277848197.2612453,277837554.3312453,254996395.48118094,3562.19,2165236
2432,35,2016,Australia,1909,121007630.43553348,30651232.789320625,13980.91,36760.55,63387.96775041041,25.33,19.53,155.19,23686.25,7098.56,7298.34,2063.31,9.62,EUR,1.3518,7018442.565260936,120983788.99553348,95696.34,120911934.09553348,23632790.22405969,13548.15,116850.77,21001.68,6563.92,6615.22,120925113.23553348,120911565.08553347,97278774.86147378,3866.76,3069951
2433,35,2017,Australia,304,6862267.276398624,1891240.8613754606,8206.32,46798.85,22573.247619732316,27.56,12.46,1125.43,20355.65,13149.63,8558.82,3559.8,9.0,EUR,0.9801,1036202.358736192,6840786.196398624,82804.54,6779462.736398624,855038.5026392686,10019.48,46443.83,15981.98,3629.66,6959.24,6790051.636398625,6780032.156398624,5924993.653759356,2900.65,4742409
2434,35,2018,Australia,6072,401372268.45866865,82201040.58033533,10560.79,64852.19,66102.15224945136,20.48,7.69,553.76,19419.46,6862.68,17705.3,3322.8,8.68,EUR,0.9626,51335513.135863714,401352295.2386687,30467.78,401341800.6786687,30865527.44447162,2485.68,114972.97,8822.26,3400.86,3706.69,401348908.2286687,401346422.5486687,370480895.1041971,2741.11,4185107
2435,35,2019,Australia,1709,82786211.46804748,12351702.751032684,10746.86,52894.96,48441.3174184011,14.92,17.19,443.52,11166.26,3271.01,12136.24,4823.95,4.01,USD,1.1677,-1879247.0003246814,82774601.68804748,97626.84,82688584.62804748,14230949.751357365,12763.91,117166.66,45607.29,9750.65,6226.97,82704562.24804749,82691798.33804749,68460848.58669013,3635.85,1237408
2436,35,2020,Australia,702,36716968.82528675,3293512.103628222,5262.73,69746.27,52303.37439499538,8.97,6.7,275.34,8398.33,7213.85,13964.41,1579.0,11.59,USD,0.6733,833475.1923340093,36708295.15528675,33608.32,36683360.50528675,2460036.9112942126,12414.46,111544.46,40490.87,1151.34,2734.9,36687246.745286755,36674832.285286754,34214795.37399254,3724.73,1714717
2437,35,2021,Australia,704,16984727.52199161,3561697.3613616405,5104.7,74595.57,24126.0334119199,20.97,9.22,1197.99,17481.34,13429.48,15946.62,6773.52,6.75,USD,0.7441,1995705.483834014,16966048.191991612,25557.87,16959169.65199161,1565991.8775276265,2152.36,108578.42,11458.53,10375.12,3339.85,16972884.621991612,16970732.261991613,15404740.384463986,3110.75,4441998
2438,35,2022,Australia,6516,430089696.5272077,122876626.29782324,8652.35,28876.96,66005.17135162794,28.57,10.89,517.7,16947.3,4220.61,11196.24,5999.74,7.84,JPY,0.7652,76039858.34601033,430072231.5272077,85105.01,430004591.5172077,46836767.951812916,5872.43,108139.06,35955.26,9346.23,7755.62,430021693.3672077,430015820.9372077,383179052.9853948,2809.31,3021084
2439,35,2023,Australia,6433,282449703.004499,38893324.10371952,11672.13,30382.12,43906.37385426691,13.77,18.72,1164.59,18288.88,1529.75,3265.81,755.39,8.28,USD,0.6986,-13981260.2987227,282430249.53449905,45356.02,282404346.98449904,52874584.40244222,5230.84,12296.45,38177.78,5047.18,1501.78,282410895.944499,282405665.10449904,229531080.70205683,3374.07,3490612
2440,35,2024,Australia,5914,396570138.87336993,36127539.651364,11895.85,42287.2,67056.16145981906,9.11,5.32,1164.25,3223.36,3617.63,8181.59,3373.97,6.38,USD,0.9526,15030008.263300717,396565751.2633699,36368.96,396533769.91336995,21097531.38806328,5763.13,106899.01,25609.3,11843.14,4511.65,396550124.7033699,396544361.5733699,375446830.18530667,3349.64,1632615
2441,35,2015,Japan,248,4130241.285602694,931369.4099034076,19351.22,40347.87,16654.198732268927,22.55,9.05,595.37,9833.68,5195.38,16848.79,1523.96,3.43,JPY,0.527,557582.5735563638,4119812.2356026936,56509.49,4073731.7956026937,373786.8363470438,4226.25,76145.02,17178.56,8782.29,7942.15,4090456.2356026936,4086229.9856026936,3712443.1492556497,3464.66,3307155
2442,35,2016,Japan,3640,79979948.96878874,23578088.95599892,17075.4,26840.89,21972.51345296394,29.48,11.65,1244.99,6858.92,8787.01,15727.51,5925.35,10.02,INR,1.1777,14260424.901135031,79971845.05878875,47179.04,79932769.92878874,9317664.054863889,9385.78,61569.8,8037.89,6098.28,4776.54,79943644.74878874,79934258.96878874,70616594.91392486,2122.53,1753341
2443,35,2017,Japan,3266,60947795.03329595,8703345.13075466,16952.24,71131.39,18661.296703397413,14.28,6.15,1420.17,18905.45,10284.27,17287.64,3050.92,10.61,USD,0.7591,4955055.73620696,60927469.41329595,21845.06,60925949.97329595,3748289.3945477013,1387.62,24752.79,22028.47,2252.96,3742.71,60931945.64329595,60930558.023295954,57182268.62874825,1599.34,4258063
2444,35,2018,Japan,3366,69433732.32468294,14136707.901305445,12766.95,49492.3,20627.96563418982,20.36,18.68,723.76,20409.06,7751.84,11187.1,1733.62,11.76,GBP,0.8166,1166486.703054672,69412599.50468293,70454.49,69363277.83468294,12970221.198250772,7392.88,53534.57,9339.64,1476.92,5521.13,69370275.88468294,69362883.00468294,56392661.80643217,1220.27,3878113
2445,35,2019,Japan,5259,185034620.01601794,27995738.008423515,17311.64,57796.26,35184.373458075286,15.13,12.9,285.52,3857.52,11157.83,17494.57,7169.86,5.55,AUD,0.63,4126272.0263571963,185030476.97601792,85612.64,184949007.37601796,23869465.98206632,14034.51,107948.66,13858.37,3456.03,1178.92,184953642.32601795,184939607.81601796,161070141.83395165,1292.38,3410124
2446,35,2020,Japan,4036,56340384.72827973,2935334.0443433737,8539.64,70253.54,13959.461032774958,5.21,13.6,1068.5,4515.47,5319.22,10212.13,1386.55,3.67,USD,0.5847,-4726958.278702669,56334800.75827973,79302.4,56261082.32827973,7662292.323046043,12122.23,31878.42,22179.4,5275.68,5260.89,56271618.898279734,56259496.66827974,48597204.34523369,4123.25,4181273
2447,35,2021,Japan,4586,153257233.71754017,28904314.279128075,5890.71,25516.75,33418.49841202359,18.86,12.05,1133.65,12870.89,1829.47,17224.07,5192.14,11.76,INR,0.6318,10436817.616164483,153243229.17754018,44495.32,153212738.39754018,18467496.66296359,2464.69,80176.15,10224.74,6798.51,1934.03,153221470.93754017,153219006.24754018,134751509.58457658,2997.62,4917240
2448,35,2022,Japan,2388,73422750.7777054,8575777.290835992,10260.68,23405.77,30746.54555180293,11.68,6.85,797.71,14530.97,6480.15,11986.08,5082.19,7.4,JPY,1.3066,3546318.8625631724,73407422.09770541,72200.84,73350549.9377054,5029458.428272819,14729.71,24920.69,51015.99,11197.74,562.63,73362310.30770539,73347580.5977054,68318122.16943258,3572.9,1758670
2449,35,2023,Japan,5547,372975310.50711775,97495746.16656058,12157.8,26188.63,67239.10411161308,26.14,13.97,321.18,5274.01,14906.85,6539.42,1717.95,5.94,GBP,0.8816,45391095.28871622,372969715.31711775,93891.83,372881418.67711776,52104650.877844356,4756.69,36009.14,54899.9,5798.49,3719.43,372890936.5971178,372886179.9071178,320781529.02927345,2862.48,1779936
2450,35,2024,Japan,1008,52848674.831811644,10633153.376160504,6338.87,25266.69,52429.24090457505,20.12,14.96,1354.05,21194.11,14735.14,11722.08,5964.28,6.66,GBP,0.8313,2726991.6213214826,52826126.67181165,77390.33,52771284.501811646,7906161.754839022,3804.56,21918.75,15850.31,2241.32,4909.74,52778435.56181165,52774631.001811646,44868469.24697262,3953.19,3797862
2451,36,2015,India,6172,423970361.97751504,122018670.17712884,5476.84,59621.53,68692.54082590976,28.78,10.69,677.96,23780.84,3798.6,4848.63,6114.66,8.16,JPY,0.9374,76696238.48173249,423945903.1775151,63940.12,423906421.85751504,45322431.69539636,14397.44,23568.61,31127.58,6672.26,3636.04,423916730.15751505,423902332.71751505,378579901.0221187,1436.35,2701144
2452,36,2016,India,5213,267507008.48748794,75383474.9917741,12140.9,72621.61,51315.36706071129,28.18,18.55,1467.69,24345.48,4842.26,3708.78,2555.13,9.3,INR,0.8712,25760924.917345084,267481195.31748796,91876.18,267415132.30748793,49622550.07442901,10267.37,73211.18,58178.9,6960.2,7407.11,267429499.61748794,267419232.24748793,217796682.17305893,2581.82,4295419
2453,36,2017,India,3055,104540714.12709731,27441937.45836304,8150.47,33465.67,34219.546359115324,26.25,10.31,618.54,16443.51,11217.08,16430.71,4435.33,10.49,JPY,1.1777,16663789.83185931,104523652.0770973,67396.72,104473317.40709731,10778147.626503732,5001.16,80179.46,20095.29,8416.16,5394.89,104487128.4570973,104482127.29709731,93703979.67059357,4904.51,4170176
2454,36,2018,India,6560,298241375.53993076,39338037.43371686,15095.08,38307.7,45463.6243201114,13.19,14.8,755.22,8044.91,1721.7,19042.2,4234.55,8.83,USD,0.6456,-4801686.146192893,298232575.4099307,19842.32,298221533.21993077,44139723.57990976,11046.5,83089.78,5775.83,11977.97,6810.34,298240321.5299308,298229275.0299308,254089551.45002103,2070.65,2622318
2455,36,2019,India,1356,13743480.245404761,1463680.646135607,17931.03,47182.57,10135.309915490237,10.65,11.11,699.33,7821.25,11412.67,10368.94,1523.63,5.32,AUD,1.1337,-63220.00912886183,13734959.665404761,64232.36,13679247.885404762,1526900.6552644689,4783.01,102316.33,31931.5,2287.51,5859.82,13687395.215404762,13682612.205404762,12155711.550140293,4388.43,4453616
2456,36,2020,India,855,11679827.360225825,2545034.381793207,8007.85,44097.96,13660.61679558576,21.79,8.7,1251.29,14856.98,3104.37,6913.02,2538.24,3.69,INR,1.0523,1528889.4014535602,11663719.090225825,38726.78,11641100.580225825,1016144.9803396467,6589.89,78723.24,32399.85,11402.5,3386.4,11655889.480225826,11649299.590225825,10633154.609886179,1281.59,1276772
2457,36,2021,India,311,19584255.664135497,5213328.85779287,17438.02,23963.84,62971.88316442282,26.62,7.78,1116.62,3381.04,13411.12,18114.46,6444.13,11.73,AUD,0.5336,3689673.7671231283,19579758.004135497,73493.5,19510762.164135497,1523655.0906697416,9888.13,34013.59,46543.79,5589.48,1084.51,19517436.1541355,19507548.0241355,17983892.93346576,4603.17,2213335
2458,36,2022,India,4727,113162523.47010882,26298970.454453286,18211.91,44777.23,23939.60724986436,23.24,16.82,503.19,17738.98,9128.15,8742.53,6652.21,11.64,AUD,0.9092,7265034.006780982,113144281.30010882,62287.19,113100236.28010882,19033936.447672304,12890.01,53298.87,10794.72,7152.12,2363.99,113109752.39010882,113096862.38010882,94062925.93243651,1178.08,2970806
2459,36,2023,India,4131,277686240.20658886,36099211.22685655,9578.86,37312.38,67220.10172030715,13.0,9.1,1076.52,21387.81,10351.99,18142.66,5441.34,3.83,EUR,0.5153,10829763.368056964,277663775.8765889,53391.7,277632848.5065889,25269447.858799588,10333.29,107914.45,35526.07,11450.46,7372.69,277651671.65658885,277641338.36658883,252371890.50778925,1591.59,3933425
2460,36,2024,India,5186,276064673.19705784,35336278.169223405,5326.26,47743.69,53232.67898130695,12.8,18.22,563.19,8223.12,9710.41,10689.87,1344.38,9.67,INR,1.0861,-14962705.28728053,276055886.88705784,11201.32,276053471.87705785,50298983.456503935,12560.81,107238.79,42004.32,3452.12,4366.81,276061290.80705786,276048729.99705786,225749746.54055393,4121.86,2024704
2461,36,2015,USA,284,9712381.494377531,1463655.8912026938,10152.13,72196.59,34198.52638865328,15.07,5.41,356.02,23111.62,8802.25,18270.6,1211.62,11.52,EUR,0.6553,938216.0523568693,9688913.854377532,79458.24,9632923.25437753,525439.8388458245,6770.78,49309.91,25114.54,10315.13,5189.27,9648427.654377531,9641656.874377532,9116217.035531707,1504.96,4674204
2462,36,2016,USA,4784,26569090.72661218,7476542.1304686675,13103.92,49090.3,5553.7397003788,28.14,18.29,918.84,4504.55,1773.23,4855.6,5545.96,6.55,INR,0.5378,2617055.4365713,26563667.33661218,74273.99,26494816.736612182,4859486.693897367,9537.28,103792.77,24876.84,8544.44,6035.44,26509396.616612185,26499859.336612184,21640372.642714817,2172.19,2414681
2463,36,2017,USA,270,10103510.20347231,2201554.8733366164,8219.42,45286.59,37420.408161008556,21.79,17.51,154.54,10830.2,10616.87,19239.59,7291.83,7.47,GBP,0.868,432430.23670861474,10092525.463472312,19954.73,10083555.47347231,1769124.6366280017,14945.88,78636.91,27961.23,4734.51,4250.92,10092540.90347231,10077595.02347231,8308470.386844307,4881.46,2755895
2464,36,2018,USA,5604,239054931.93496576,64186249.224538304,9662.09,52833.68,42657.910766410736,26.85,17.01,849.84,12743.8,13714.62,12847.92,5241.49,8.58,EUR,1.2279,23523005.302400626,239041338.29496574,76312.6,238978619.33496577,40663243.92213768,5984.07,117508.16,10570.81,10721.82,4519.54,238993860.69496575,238987876.62496576,198324632.70282808,1484.85,4014177
2465,36,2019,USA,2158,40398199.04212343,7849370.073884582,16353.12,71896.12,18720.20344862068,19.43,7.32,434.3,21189.45,7501.82,6068.5,3370.74,5.21,AUD,0.7631,4892221.904001147,40376575.29212343,24257.23,40373941.81212343,2957148.1698834356,13538.83,112389.2,36878.51,11856.8,1685.38,40387483.99212343,40373945.162123434,37416796.99224,2438.62,3752105
2466,36,2020,USA,5743,87734297.67362364,15371048.952418862,15382.9,44738.69,15276.736492011778,17.52,17.68,887.83,18610.95,1815.41,7096.48,4976.36,10.06,AUD,1.0299,-140374.87627779692,87714798.89362364,17730.7,87716566.97362363,15511423.828696659,2607.03,89434.33,43929.52,7897.82,4253.73,87728718.52362363,87726111.49362363,72214687.66492698,4530.72,1211059
2467,36,2021,USA,3883,93724212.58180101,19419656.84694917,16919.47,68891.89,24137.062215246206,20.72,8.66,666.85,9836.97,1168.36,19965.34,3280.03,4.37,JPY,0.6071,11303140.037365204,93713708.76180102,22140.54,93702072.041801,8116516.809583968,13177.94,61482.15,18045.58,6398.19,5654.56,93714124.791801,93700946.85180101,85584430.04221705,4171.2,4665373
2468,36,2022,USA,6624,154510898.7957358,40002871.698216,18763.55,32291.67,23325.92071191664,25.89,19.2,268.89,19085.91,14615.61,15652.77,3129.05,6.79,AUD,1.4074,10336779.129434723,154491543.99573582,98505.08,154412393.7157358,29666092.568781275,8085.9,41191.5,11420.79,7255.03,4977.98,154424626.72573578,154416540.82573578,124750448.2569545,4640.67,2749133
2469,36,2023,USA,4357,91058674.1957548,17228301.15783681,11521.36,36900.49,20899.397336643287,18.92,6.02,1303.67,11959.15,14772.68,15095.57,6943.52,8.2,GBP,0.6922,11746568.97125237,91045411.37575479,74126.52,90984547.6757548,5481732.186584438,8435.94,88268.75,27831.6,4137.84,7699.65,90996385.16575481,90987949.22575481,85506217.03917037,4104.93,2546753
2470,36,2024,USA,5887,149927901.97941375,24408262.44224856,6911.13,64411.22,25467.623913608586,16.28,7.05,919.69,7819.13,6832.92,8217.66,5886.36,7.03,USD,1.4803,13838345.35269989,149919163.15941375,31677.18,149896224.79941374,10569917.08954867,12254.25,72983.53,18688.18,10751.22,6041.03,149913017.04941374,149900762.79941374,139330845.70986506,4735.97,3088184
2471,36,2015,UK,3982,94386748.37408575,26956855.335638892,5028.42,61767.81,23703.352178323898,28.56,17.06,842.34,12296.65,12073.08,7898.64,755.99,10.03,AUD,1.2811,10854476.063019864,94373609.38408574,88084.0,94298664.37408575,16102379.272619028,2915.9,94316.29,27193.54,10646.07,5305.8,94314616.24408574,94311700.34408574,78209321.07146671,1561.11,4213792
2472,36,2016,UK,1279,66775255.52187025,13081272.556734381,17071.71,20293.4,52208.95662382349,19.59,12.37,450.68,3000.71,4552.33,13247.67,4260.85,3.1,USD,1.2619,4821173.448679032,66771804.13187025,28135.4,66747120.12187025,8260099.108055349,9366.94,51154.69,34569.48,11668.9,7496.56,66766285.58187025,66756918.64187025,58496819.53381491,2572.27,1079799
2473,36,2017,UK,1139,8604353.268952167,1203749.0223264082,18117.0,46740.09,7554.30488933465,13.99,17.36,794.19,4649.89,6423.53,15168.23,5140.89,11.64,GBP,0.5128,-289966.70516368793,8598909.188952167,81655.13,8522698.138952166,1493715.7274900961,9967.26,99083.77,7533.66,11945.43,2792.13,8537435.698952166,8527468.438952167,7033752.71146207,3721.29,3343939
2474,36,2018,UK,3263,77933261.28892696,4878622.156686828,6964.42,51804.4,23883.929294798334,6.26,10.58,435.9,4691.49,2920.02,14785.75,5411.25,5.25,JPY,0.7234,-3366716.8876816444,77928133.89892696,94322.64,77838938.64892696,8245339.044368472,8704.68,32188.88,48533.61,1880.08,3334.04,77844152.76892696,77835448.08892696,69590109.04455848,2737.54,3023491
2475,36,2019,UK,934,43520034.99418597,4852483.901851736,8661.17,29911.37,46595.32654623765,11.15,13.4,1002.94,6813.58,8880.36,16294.93,5838.28,11.29,EUR,0.5021,-979200.7873691833,43512218.47418597,17025.11,43503009.88418597,5831684.689220919,4695.25,21598.33,49229.29,9504.19,6760.32,43519274.39418597,43514579.14418597,37682894.45496505,4054.17,4095750
2476,36,2020,UK,3628,155335333.45704097,28317631.289218567,14628.36,73154.72,42815.69279411272,18.23,19.08,410.74,3838.08,1220.32,12150.19,4813.85,7.05,INR,0.6259,-1320350.3343848474,155331084.63704094,95927.43,155239406.02704096,29637981.623603415,6374.43,39477.07,47072.18,4505.99,7376.5,155251288.51704097,155244914.08704096,125606932.46343754,4070.5,2039678
2477,36,2021,UK,4586,177824841.62115517,16964489.890658204,10603.92,22663.6,38775.586921316,9.54,6.06,432.34,17174.44,13682.14,10184.02,5710.33,11.75,INR,0.9681,6188304.4884162005,177807234.84115517,54921.68,177769919.94115517,10776185.402242003,12193.31,116546.7,43155.91,9833.16,4218.95,177783972.05115515,177771778.74115515,166995593.33891314,4437.85,3197241
